Title,Artist,Nationality,Gender,Year,Medium,Classification
Risk-Taking as a Function of the Situation from General Dynamic F.U.N.,Eduardo Paolozzi,(British),(Male),1970,Screenprint from a portfolio of thirty-four photolithographs and sixteen screenprints,Print
"Villa Snellman, Djursholm, Sweden, Elevation of garden facade, sketch",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite and crayon on tracing paper mounted on board,Architecture
"Villa Snellman, Djursholm, Sweden, Exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on ozalid,Architecture
"Villa Snellman, Djursholm, Sweden, Exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on ozalid,Architecture
"Villa Snellman, Djursholm, Sweden, Site plan",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite and crayon on tracing paper mounted on board,Architecture
"Villa Snellman, Djursholm, Sweden, Ground-floor plan",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on ozalid,Architecture
"Villa Snellman, Djursholm, Sweden, Second-floor plan",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on ozalid,Architecture
"Skandia Cinema, Stockholm, Sweden, Elevation of front of auditorium",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper mounted on board,Architecture
"Skandia Cinema, Stockholm, Sweden, Elevation of rear of auditorium",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper mounted on board,Architecture
"Skandia Cinema, Stockholm, Sweden, Plan of ground floor",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper mounted on board,Architecture
"Skandia Cinema, Stockholm, Sweden, Floor plan of mezzanine",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper mounted on board,Architecture
"Skandia Cinema, Stockholm, Sweden, Perspective of staircase",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink and graphite on tracing paper mounted on board,Architecture
"Skandia Cinema, Stockholm, Sweden, Perspective of promenade",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper mounted on board,Architecture
"Public Library, Stockholm, Sweden, Elevation of front facade",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper,Architecture
"Public Library, Stockholm, Sweden, Elevation of west facade",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper with paper backing,Architecture
"Public Library, Stockholm, Sweden, Section",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper with paper backing,Architecture
"Public Library, Stockholm, Sweden, Plan of first and second galleries",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper,Architecture
"Stockholm Exhibition, Stockholm, Sweden (Elevation of advertising tower)",Erik Gunnar Asplund,(Swedish),(Male),1990,Gouache on board,Architecture
"Law Courts Annex, Gothenburg, Sweden, Exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Law Courts Annex, Gothenburg, Sweden, Plan of courtroom and section of desk",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink on paper,Architecture
"Woodland Crematorium, Stockholm, Sweden, Second version: section and two exterior elevations",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper mounted on board,Architecture
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper mounted on board,Architecture
"Woodland Crematorium, Stockholm, Sweden, Second version: exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper mounted on board,Architecture
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper on board,Architecture
"Woodland Crematorium, Stockholm, Sweden, Second version: exterior elevation and section",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper mounted on board,Architecture
"Woodland Crematorium, Stockholm, Sweden, Second version: Two sections",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper mounted on board,Architecture
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior perspective",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, First version: exterior perspective",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Woodland Crematorium, Stockholm, Sweden, First version: ground floor plan",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Woodland Crematorium, Stockholm, Sweden, Exterior-perspective study",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Site plan and section, final version","Erik Gunnar Asplund, Sigurd Lewerentz",(Swedish) (Swedish),(Male) (Male),1990,Graphite on tracing paper,Architecture
"Woodland Crematorium, Stockholm, Sweden, Exterior elevation of loggia",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Exterior elevation, final version",Erik Gunnar Asplund,(Swedish),(Male),1990,Ink and graphite on drafting cloth,Architecture
"Center for Applied Computer Research, Las Promesas, Mexico, Axonometric",Emilio Ambasz,(Argentine),(Male),1990,"Ink, felt-tipped pen, and photostat on acetate",Architecture
"Center for Applied Computer Research, Las Promesas, Mexico, Elevation",Emilio Ambasz,(Argentine),(Male),1990,"Ink, felt-tipped pen, and photostat on acetate",Architecture
"Center for Applied Computer Research, Las Promesas, Mexico, Section",Emilio Ambasz,(Argentine),(Male),1990,Ink and photostat on acetate,Architecture
"Casa de Retiro Espiritual, C_rdoba, Spain, Plan",Emilio Ambasz,(Argentine),(Male),1990,Ink on colored paper,Architecture
"Woodland Crematorium, Stockholm, Sweden, Exterior elevation",Erik Gunnar Asplund,(Swedish),(Male),1990,Graphite on tracing paper,Architecture
"Sketch for Fishdance Restaurant, Kobe, Japan, Exterior perspective",Frank O. Gehry,(American),(Male),1990,Ink on paper,Architecture
"Town Center, Avesta, Sweden",Alvar Aalto,(Finnish),(Male),1990,Wood,Architecture
"Church of the Three Crosses, Vuoksenniska, Imatra, Finland, Section model",Alvar Aalto,(Finnish),(Male),1990,Wood,Architecture
"Town Center, Seinajoki, Finland",Alvar Aalto,(Finnish),(Male),1990,Wood,Architecture
"Center for Applied Computer Research, Mexico City, Mexico",Emilio Ambasz,(Argentine),(Male),1990,"Painted wood, plastic, and cotton",Architecture
"Casa de Retiro Espiritual, C_rdoba, Spain",Emilio Ambasz,(Argentine),(Male),1990,Plastic,Architecture
Arco Floor Lamp,"Achille Castiglioni, Pier Giacomo Castiglioni",(Italian) (Italian),(Male) (Male),1990,Marble and stainless steel,Design
Meat Dish with Cover,Kayserzinn Workshop,(German),(Gender unknow),1990,Pewter,Design
Chaise Longue,Bruno Mathsson,(Swedish),(Male),1990,"Solid birch, laminated birch, plywood, and hemp webbing",Design
Anywhere Lamp,Greta Von Nessen,(American),(Female),1990,Aluminum and enameled steel,Design
Speaker (model SST-1),Shuichi Obata,(Japanese),(Male),1990,Fiber-filled resin,Design
Platter,Asao Sakamoto,(Japanese),(Male),1990,Melamine and urethane resin,Design
Casserole,Timo Sarpaneva,(Finnish),(Male),1990,Cast iron and teak,Design
Kubus Stacking Storage Containers,Wilhelm Wagenfeld,(German),(Male),1990,Molded glass,Design
Gridpad Portable Computer (model 1900),"Robin Chu, Jack Daly, Christopher Loew",(British) (American) (American),(Male) ,1990,Injection-molded polycarbonate ABS blend casing,Design
Sketch for Bubbles Lounge Chair,Frank O. Gehry,(American),(Male),1990,Ink on paper,Design
Aerohead Bicycle Racing Helmet,Jim Gentes,(American),(Male),1990,EPS (Expanded polystyrene) foam and Lycra,Design
Air Attack Bicycle Racing Helmet,Jim Gentes,(American),(Male),1990,EPS (Expanded polystyrene) foam and Copolymer plastic,Design
Watch,Flemming Bo Hansen,(Danish),(Male),1990,"Brushed steel, liquid crystal display, and leather",Design
Ferrite Memory Core,IBM Corporation,(American),(Gender unknow),1990,"Copper wiring, ferrite, and plastic",Design
Ferrite Memory Core,IBM Corporation,(American),(Gender unknow),1990,"Copper wiring, ferrite, and plastic",Design
Ferrite Memory Core,IBM Corporation,(American),(Gender unknow),1990,"Copper wiring, ferrite, and plastic",Design
Canned Transistors SMS Card,Sam Lucente,(American),(Male),1990,Metal and plastic,Design
Solid Logic Technology Module,Sam Lucente,(American),(Male),1990,Ceramic and silicon,Design
Monolithic Systems Technology Module,Sam Lucente,(American),(Male),1990,Ceramic and silicon,Design
Duchess Large-Scale Integration Module,Sam Lucente,(American),(Male),1990,Ceramic and silicon,Design
33 Unfixed Sheets of Ceramic Substrate,Sam Lucente,(American),(Male),1990,Ceramic,Design
Ceramic Substrate in Fixed State,Sam Lucente,(American),(Male),1990,Ceramic and gold-plated nickel,Design
Ceramic Substrate in Fixed State,Sam Lucente,(American),(Male),1990,Ceramic and gold-plated nickel,Design
Coffeepots,Antti Nurmesniemi,(Finnish),(Male),1990,Enameled steel and plastic,Design
Coffeepot,Antti Nurmesniemi,(Finnish),(Male),1990,Enameled steel and plastic,Design
Firedogs,"Frank Lloyd Wright, George Mann Niedecken",(American) (American),(Male) (Male),1990,Cast iron,Design
Diagram of Microprocessor (CRISP),"AT&T Bell Laboratories, Murray Hill, NJ",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
Microprocessor (CRISP) Diagram and Corresponding Silicon Microchip,"AT&T Bell Laboratories, Murray Hill, NJ",(American),(Gender unknow),1990,Ink on paper and silicon,Design
Detail of Microprocessor (CRISP) Diagram,"AT&T Bell Laboratories, Murray Hill, NJ",(American),(Gender unknow),1990,Ink on paper,Design
Detail of Microprocessor (CRISP) Diagram,"AT&T Bell Laboratories, Murray Hill, NJ",(American),(Gender unknow),1990,Ink on paper,Design
Detail of Microprocessor (CRISP) Diagram,"AT&T Bell Laboratories, Murray Hill, NJ",(American),(Gender unknow),1990,Ink on paper,Design
"Diagram of Central Processing Unit Chip (Microprocessor), Corresponding Microchip","Hewlett-Packard Company, Santa Clara, CA",(American),(Gender unknow),1990,Computer-generated plot on paper and silicon,Design
Diagram of Logic Chip,Sam Lucente,(American),(Male),1990,Computer-generated plot on paper,Design
Diagram of Logic Chip,Sam Lucente,(American),(Male),1990,Computer-generated plot on paper,Design
Diagram of Dynamic Random-Access Memory Chip (DRAM),"IBM, East Fishkill, NY",(Nationality unknow),(Gender unknow),1990,"Paper, silicon, and microchip",Design
Diagram of Dynamic Random-Access Memory Chip (DRAM),Sam Lucente,(American),(Male),1990,Computer-generated plot on paper,Design
"Diagram of Neural Net: Foveated, Retina-like Sensor",IMEC,(American),(Gender unknow),1990,Computer-generated plot on paper,Design
Diagram for Intel486 (TM) Microprocessor Chip,"Intel Corporation, Santa Clara, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
Diagram of Erasable Programmable Read-Only Memory Chip (EPROM),"Intel Corporation, Santa Clara, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
"Diagram of application-specific integrated circuit (ASIC), and corresponding microchip","LSI Logic Corporation, Milpitas, CA",(American),(Gender unknow),1990,Computer-generated plot on paper and silicon,Design
Diagram of Application-Specific Integrated Circuit (ASIC) (Detail of Memory Block),"LSI Logic Corporation, Milpitas, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
Diagram of Application-Specific Integrated Circuit (ASIC) (Detail of Gate Array),"LSI Logic Corporation, Milpitas, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
Diagram of a Microprocessor,"Motorola, Inc.",(American),(Gender unknow),1990,Computer-generated plot on paper and silicon,Design
Diagram of a Neural Net (experimental),"Synaptics Incorporated, San Jose, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
"Detail, Diagram of a Neural Net (experimental)","Synaptics Incorporated, San Jose, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
"Detail, Diagram of a Neural Net (experimental)","Synaptics Incorporated, San Jose, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
"Diagram of a Dynamic Random-Access Memory Chip (DRAM), Corresponding Microchip","Texas Instruments, Inc., Dallas, TX",(American),(Gender unknow),1990,Computer-generated plot on paper and silicon,Design
Diagram of an Application-Specific Integrated Circuit (ASIC),"VLSI Technology, Inc., San Jose, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
"Diagram of an Application-Specific Integrated Circuit (ASIC), Test Chip","Xerox Palo Alto Research Center, Palo Alto, CA",(American),(Gender unknow),1990,Computer-generated plot on paper,Design
Noh Performance at UCLA,Kiyoshi Awazu,(Japanese),(Male),1990,Offset lithograph,Design
Ninth Contemporary Japanese Sculpture Exhibition,Kiyoshi Awazu,(Japanese),(Male),1990,Offset lithograph,Design
Art Today in Kyoto,Kiyoshi Awazu,(Japanese),(Male),1990,Offset lithograph,Design
Cords,Lucian Bernhard,(American),(Male),1990,Lithograph,Design
"Das ist der Weg zum Frieden-, die Feinde wollen esfo!, Darum zeichne, Kriegsanleine!",Lucian Bernhard,(American),(Male),1990,Lithograph,Design
Gham-Bo,Paul Colin,(French),(Male),1990,Lithograph,Design
Piet Zwart,Gert Dumbar,(Dutch),(Female),1990,Offset lithograph,Design
On Children's Day,Shigeo Fukuda,(Japanese),(Male),1990,Silkscreen,Design
"The Modern Poster, The Museum of Modern Art, New York",April Greiman,(American),(Female),1990,Offset lithograph,Design
Herr Sching Keramische Werkst_tten,Ludwig Hohlwein,(German),(Male),1990,Lithograph,Design
Crystal Louisiana Hot Sauce,Akira Inada,(Japanese),(Male),1990,Offset lithograph,Design
"Mino Shigyo Co., Ltd. Silkscreen Printing",Koji Kato,(Japanese),(Male),1990,Silkscreen,Design
Switzerland,Peter Kunz,(Swiss),(Male),1990,Offset lithograph,Design
Allianz Helmhaus Z_rich,Richard Paul Lohse,(Swiss),(Male),1990,Offset lithograph,Design
Shiseido Sun Oil,Shin Matsunaga,(Japanese),(Male),1990,Offset lithograph,Design
Shiseido Bronzer,Shin Matsunaga,(Japanese),(Male),1990,Offset lithograph,Design
"The Drama of A Woman Begins at the Fingertips, Shiseido Nail Enamel",Makoto Nakamura,(Japanese),(Male),1990,Lithograph,Design
Markus R_tz/Kunstalle Bern,Markus Raetz,(Swiss),(Male),1990,Offset lithograph,Design
Agamemnon,Koichi Sato,(Japanese),(Male),1990,Offset lithograph,Design
